kind_a,key_a,kind_b,key_b,matches,wins,win_rate
ability,lina_laguna_blade,ability,muerta_the_calling,20,10,0.500000
ability,lina_laguna_blade,ability,riki_smoke_screen,20,10,0.500000
ability,lina_laguna_blade,ability,ursa_fury_swipes,20,7,0.350000
ability,lina_laguna_blade,ability,vengefulspirit_wave_of_terror,20,4,0.200000
ability,lina_light_strike_array,ability,abaddon_borrowed_time,20,9,0.450000
ability,lina_light_strike_array,ability,broodmother_spin_web,20,6,0.300000
ability,lina_light_strike_array,ability,chen_penitence,20,11,0.550000
ability,lina_light_strike_array,ability,dark_seer_wall_of_replica,20,11,0.550000
ability,lina_light_strike_array,ability,dark_willow_shadow_realm,20,8,0.400000
ability,lina_light_strike_array,ability,dazzle_poison_touch,20,8,0.400000
ability,lina_light_strike_array,ability,grimstroke_spirit_walk,20,12,0.600000
ability,lina_light_strike_array,ability,huskar_inner_fire,20,9,0.450000
ability,lina_light_strike_array,ability,necrolyte_death_pulse,20,12,0.600000
ability,lina_light_strike_array,ability,necrolyte_heartstopper_aura,20,9,0.450000
ability,lina_light_strike_array,ability,puck_waning_rift,20,3,0.150000
ability,lina_light_strike_array,ability,silencer_last_word,20,11,0.550000
ability,lina_light_strike_array,ability,winter_wyvern_cold_embrace,20,7,0.350000
ability,lion_finger_of_death,ability,beastmaster_summon_raptor,20,8,0.400000
ability,lion_finger_of_death,ability,bristleback_quill_spray,20,7,0.350000
ability,lion_finger_of_death,ability,enchantress_natures_attendants,20,8,0.400000
ability,lion_finger_of_death,ability,faceless_void_time_walk,20,5,0.250000
ability,lion_finger_of_death,ability,invoker_sun_strike_ad,20,7,0.350000
ability,lion_finger_of_death,ability,luna_lucent_beam,20,10,0.500000
ability,lion_finger_of_death,ability,storm_spirit_static_remnant,20,7,0.350000
ability,lion_impale,ability,abaddon_borrowed_time,20,15,0.750000
ability,lion_impale,ability,arc_warden_spark_wraith,20,12,0.600000
ability,lion_impale,ability,broodmother_spawn_spiderlings,20,10,0.500000
ability,lion_impale,ability,invoker_sun_strike_ad,20,10,0.500000
ability,lion_impale,ability,marci_companion_run,20,11,0.550000
ability,lion_impale,ability,morphling_waveform,20,9,0.450000
ability,lion_impale,ability,naga_siren_song_of_the_siren,20,6,0.300000
ability,lion_impale,ability,necrolyte_death_pulse,20,9,0.450000
ability,lion_impale,ability,rattletrap_power_cogs,20,11,0.550000
ability,lion_impale,ability,windrunner_windrun,20,14,0.700000
ability,lion_mana_drain,ability,dark_willow_bramble_maze,20,10,0.500000
ability,lion_mana_drain,ability,dawnbreaker_solar_guardian,20,8,0.400000
ability,lion_mana_drain,ability,dazzle_shadow_wave,20,7,0.350000
ability,lion_mana_drain,ability,doom_bringer_infernal_blade,20,12,0.600000
ability,lion_mana_drain,ability,dragon_knight_breathe_fire,20,7,0.350000
ability,lion_mana_drain,ability,ember_spirit_fire_remnant,20,9,0.450000
ability,lion_mana_drain,ability,keeper_of_the_light_spirit_form,20,11,0.550000
ability,lion_mana_drain,ability,oracle_false_promise,20,6,0.300000
ability,lion_mana_drain,ability,pangolier_gyroshell,20,9,0.450000
ability,lion_mana_drain,ability,phantom_lancer_spirit_lance,20,7,0.350000
ability,lion_mana_drain,ability,pugna_nether_ward,20,13,0.650000
ability,lion_mana_drain,ability,rattletrap_power_cogs,20,10,0.500000
ability,lion_mana_drain,ability,silencer_global_silence,20,10,0.500000
ability,lion_mana_drain,ability,spirit_breaker_charge_of_darkness,20,7,0.350000
ability,lion_mana_drain,ability,viper_nethertoxin,20,7,0.350000
ability,lion_mana_drain,ability,weaver_the_swarm,20,12,0.600000
ability,lion_mana_drain,ability,windrunner_shackleshot,20,6,0.300000
ability,lion_voodoo,ability,dragon_knight_breathe_fire,20,10,0.500000
ability,lion_voodoo,ability,drow_ranger_wave_of_silence,20,12,0.600000
ability,lion_voodoo,ability,grimstroke_dark_artistry,20,10,0.500000
ability,lion_voodoo,ability,huskar_burning_spear,20,11,0.550000
ability,lion_voodoo,ability,keeper_of_the_light_illuminate,20,12,0.600000
ability,lion_voodoo,ability,legion_commander_moment_of_courage,20,11,0.550000
ability,lion_voodoo,ability,lycan_howl,20,8,0.400000
ability,lion_voodoo,ability,naga_siren_song_of_the_siren,20,10,0.500000
ability,lion_voodoo,ability,nevermore_requiem,20,13,0.650000
ability,lion_voodoo,ability,night_stalker_crippling_fear,20,11,0.550000
ability,lion_voodoo,ability,night_stalker_void,20,9,0.450000
ability,lion_voodoo,ability,puck_waning_rift,20,10,0.500000
ability,lion_voodoo,ability,pudge_dismember,20,11,0.550000
ability,lion_voodoo,ability,queenofpain_shadow_strike,20,6,0.300000
ability,lion_voodoo,ability,rubick_fade_bolt,20,8,0.400000
ability,lion_voodoo,ability,sandking_sand_storm,20,11,0.550000
ability,lion_voodoo,ability,slark_dark_pact,20,16,0.800000
ability,lion_voodoo,ability,void_spirit_dissimilate,20,8,0.400000
ability,lone_druid_entangle,ability,antimage_blink,20,12,0.600000
ability,lone_druid_entangle,ability,enigma_malefice,20,7,0.350000
ability,lone_druid_entangle,ability,lina_laguna_blade,20,6,0.300000
ability,lone_druid_entangle,ability,luna_eclipse,20,6,0.300000
ability,lone_druid_entangle,ability,mars_bulwark,20,11,0.550000
ability,lone_druid_entangle,ability,mars_gods_rebuke,20,14,0.700000
ability,lone_druid_entangle,ability,obsidian_destroyer_arcane_orb,20,6,0.300000
ability,lone_druid_entangle,ability,slardar_amplify_damage,20,7,0.350000
ability,lone_druid_entangle,ability,tidehunter_gush,20,7,0.350000
ability,lone_druid_entangle,ability,visage_summon_familiars,20,10,0.500000
ability,lone_druid_savage_roar,ability,muerta_pierce_the_veil,20,10,0.500000
ability,lone_druid_savage_roar,ability,tusk_walrus_punch,20,7,0.350000
ability,lone_druid_spirit_link,ability,void_spirit_astral_step,20,10,0.500000
ability,lone_druid_true_form,ability,arc_warden_magnetic_field,20,11,0.550000
ability,lone_druid_true_form,ability,medusa_split_shot,20,7,0.350000
ability,luna_eclipse,ability,keeper_of_the_light_illuminate,20,6,0.300000
ability,luna_eclipse,ability,shredder_whirling_death,20,7,0.350000
ability,luna_eclipse,ability,ursa_fury_swipes,20,7,0.350000
ability,luna_eclipse,ability,winter_wyvern_cold_embrace,20,8,0.400000
ability,luna_lucent_beam,ability,dragon_knight_breathe_fire,20,14,0.700000
ability,luna_lucent_beam,ability,earth_spirit_rolling_boulder,20,9,0.450000
ability,luna_lucent_beam,ability,keeper_of_the_light_spirit_form,20,8,0.400000
ability,luna_lucent_beam,ability,magnataur_skewer,20,9,0.450000
ability,luna_lucent_beam,ability,shredder_whirling_death,20,6,0.300000
ability,luna_lucent_beam,ability,spirit_breaker_greater_bash,20,9,0.450000
ability,luna_lunar_orbit,ability,bane_fiends_grip,20,12,0.600000
ability,luna_lunar_orbit,ability,clinkz_searing_arrows,20,8,0.400000
ability,luna_lunar_orbit,ability,dawnbreaker_celestial_hammer,20,11,0.550000
ability,luna_lunar_orbit,ability,naga_siren_rip_tide,20,11,0.550000
ability,luna_lunar_orbit,ability,puck_waning_rift,20,9,0.450000
ability,luna_lunar_orbit,ability,silencer_global_silence,20,8,0.400000
ability,luna_lunar_orbit,ability,slark_dark_pact,20,12,0.600000
ability,luna_lunar_orbit,ability,sniper_assassinate,20,14,0.700000
ability,luna_lunar_orbit,ability,spectre_haunt,20,10,0.500000
ability,luna_lunar_orbit,ability,spectre_spectral_dagger,20,9,0.450000
ability,luna_moon_glaive,ability,ancient_apparition_ice_blast,20,15,0.750000
ability,luna_moon_glaive,ability,broodmother_spawn_spiderlings,20,12,0.600000
ability,luna_moon_glaive,ability,chaos_knight_chaos_strike,20,14,0.700000
ability,luna_moon_glaive,ability,dawnbreaker_celestial_hammer,20,10,0.500000
ability,luna_moon_glaive,ability,huskar_inner_fire,20,8,0.400000
ability,luna_moon_glaive,ability,night_stalker_void,20,12,0.600000
ability,luna_moon_glaive,ability,nyx_assassin_vendetta,20,10,0.500000
ability,luna_moon_glaive,ability,ursa_earthshock,20,10,0.500000
ability,lycan_feral_impulse,ability,bristleback_viscous_nasal_goo,20,2,0.100000
ability,lycan_feral_impulse,ability,hoodwink_bushwhack,20,13,0.650000
ability,lycan_feral_impulse,ability,naga_siren_ensnare,20,8,0.400000
ability,lycan_feral_impulse,ability,shredder_timber_chain,20,10,0.500000
ability,lycan_howl,ability,terrorblade_conjure_image,20,11,0.550000
ability,lycan_shapeshift,ability,dark_willow_cursed_crown,20,11,0.550000
ability,lycan_shapeshift,ability,meepo_ransack,20,9,0.450000
ability,lycan_shapeshift,ability,muerta_dead_shot,20,8,0.400000
ability,lycan_shapeshift,ability,muerta_the_calling,20,13,0.650000
ability,lycan_shapeshift,ability,nyx_assassin_impale,20,9,0.450000
ability,magnataur_reverse_polarity,ability,dark_willow_cursed_crown,20,13,0.650000
ability,magnataur_shockwave,ability,antimage_counterspell,20,9,0.450000
ability,magnataur_shockwave,ability,faceless_void_time_dilation,20,12,0.600000
ability,magnataur_shockwave,ability,shredder_whirling_death,20,11,0.550000
ability,magnataur_skewer,ability,oracle_fortunes_end,20,11,0.550000
ability,magnataur_skewer,ability,rubick_arcane_supremacy,20,7,0.350000
ability,marci_bodyguard,ability,broodmother_spin_web,20,13,0.650000
ability,marci_bodyguard,ability,dawnbreaker_celestial_hammer,20,9,0.450000
ability,marci_bodyguard,ability,elder_titan_earth_splitter,20,9,0.450000
ability,marci_bodyguard,ability,invoker_alacrity_ad,20,12,0.600000
ability,marci_bodyguard,ability,kez_falcon_rush_ad,20,8,0.400000
ability,marci_bodyguard,ability,nyx_assassin_spiked_carapace,20,12,0.600000
ability,marci_bodyguard,ability,pangolier_lucky_shot,20,9,0.450000
ability,marci_bodyguard,ability,phantom_assassin_stifling_dagger,20,11,0.550000
ability,marci_bodyguard,ability,puck_waning_rift,20,8,0.400000
ability,marci_bodyguard,ability,rattletrap_power_cogs,20,10,0.500000
ability,marci_bodyguard,ability,riki_smoke_screen,20,16,0.800000
ability,marci_bodyguard,ability,snapfire_scatterblast,20,13,0.650000
ability,marci_bodyguard,ability,ursa_earthshock,20,11,0.550000
ability,mars_arena_of_blood,ability,arc_warden_flux,20,9,0.450000
ability,mars_arena_of_blood,ability,enchantress_enchant,20,9,0.450000
ability,mars_arena_of_blood,ability,lone_druid_spirit_link,20,9,0.450000
ability,mars_arena_of_blood,ability,nevermore_shadowraze2,20,11,0.550000
ability,mars_arena_of_blood,ability,shredder_timber_chain,20,9,0.450000
ability,mars_gods_rebuke,ability,hoodwink_acorn_shot,20,11,0.550000
ability,mars_spear,ability,dawnbreaker_fire_wreath,20,7,0.350000
ability,mars_spear,ability,pangolier_lucky_shot,20,8,0.400000
ability,mars_spear,ability,void_spirit_resonant_pulse,20,9,0.450000
ability,medusa_gorgon_grasp,ability,alchemist_acid_spray,20,12,0.600000
ability,medusa_gorgon_grasp,ability,beastmaster_wild_axes,20,7,0.350000
ability,medusa_gorgon_grasp,ability,bloodseeker_blood_bath,20,13,0.650000
ability,medusa_gorgon_grasp,ability,earthshaker_fissure,20,9,0.450000
ability,medusa_gorgon_grasp,ability,elder_titan_earth_splitter,20,8,0.400000
ability,medusa_gorgon_grasp,ability,ember_spirit_fire_remnant,20,8,0.400000
ability,medusa_gorgon_grasp,ability,mirana_leap,20,7,0.350000
ability,medusa_gorgon_grasp,ability,nyx_assassin_spiked_carapace,20,11,0.550000
ability,medusa_gorgon_grasp,ability,phoenix_icarus_dive,20,11,0.550000
ability,medusa_gorgon_grasp,ability,sandking_epicenter,20,8,0.400000
ability,medusa_gorgon_grasp,ability,skywrath_mage_ancient_seal,20,9,0.450000
ability,medusa_gorgon_grasp,ability,skywrath_mage_concussive_shot,20,11,0.550000
ability,medusa_gorgon_grasp,ability,tusk_walrus_punch,20,8,0.400000
ability,medusa_gorgon_grasp,ability,vengefulspirit_command_aura,20,12,0.600000
ability,medusa_gorgon_grasp,ability,visage_gravekeepers_cloak,20,7,0.350000
ability,medusa_mystic_snake,ability,dark_willow_terrorize,20,5,0.250000
ability,medusa_mystic_snake,ability,mars_bulwark,20,8,0.400000
ability,medusa_mystic_snake,ability,pangolier_lucky_shot,20,8,0.400000
ability,medusa_mystic_snake,ability,pangolier_swashbuckle,20,7,0.350000
ability,medusa_split_shot,ability,invoker_alacrity_ad,20,5,0.250000
ability,medusa_split_shot,ability,tusk_ice_shards,20,9,0.450000
ability,medusa_stone_gaze,ability,lone_druid_spirit_link,20,14,0.700000
ability,medusa_stone_gaze,ability,snapfire_scatterblast,20,7,0.350000
ability,medusa_stone_gaze,ability,winter_wyvern_cold_embrace,20,10,0.500000
ability,mirana_arrow,ability,chen_hand_of_god,20,14,0.700000
ability,mirana_arrow,ability,dragon_knight_dragon_tail,20,10,0.500000
ability,mirana_arrow,ability,enchantress_impetus,20,11,0.550000
ability,mirana_arrow,ability,grimstroke_dark_artistry,20,10,0.500000
ability,mirana_arrow,ability,muerta_gunslinger,20,8,0.400000
ability,mirana_arrow,ability,naga_siren_song_of_the_siren,20,11,0.550000
ability,mirana_arrow,ability,obsidian_destroyer_arcane_orb,20,10,0.500000
ability,mirana_arrow,ability,obsidian_destroyer_sanity_eclipse,20,9,0.450000
ability,mirana_arrow,ability,rattletrap_rocket_flare,20,10,0.500000
ability,mirana_arrow,ability,rubick_telekinesis,20,14,0.700000
ability,mirana_arrow,ability,snapfire_scatterblast,20,9,0.450000
ability,mirana_arrow,ability,tiny_grow,20,9,0.450000
ability,mirana_arrow,ability,weaver_the_swarm,20,9,0.450000
ability,mirana_arrow,ability,wisp_spirits,20,5,0.250000
ability,mirana_invis,ability,centaur_hoof_stomp,20,10,0.500000
ability,mirana_invis,ability,dark_willow_cursed_crown,20,11,0.550000
ability,mirana_invis,ability,disruptor_glimpse,20,10,0.500000
ability,mirana_invis,ability,kez_falcon_rush_ad,20,12,0.600000
ability,mirana_invis,ability,meepo_ransack,20,9,0.450000
ability,mirana_invis,ability,muerta_dead_shot,20,6,0.300000
ability,mirana_invis,ability,phantom_assassin_phantom_strike,20,10,0.500000
ability,mirana_invis,ability,puck_illusory_orb,20,12,0.600000
ability,mirana_invis,ability,queenofpain_blink,20,11,0.550000
ability,mirana_invis,ability,vengefulspirit_wave_of_terror,20,11,0.550000
ability,mirana_invis,ability,visage_gravekeepers_cloak,20,8,0.400000
ability,mirana_invis,ability,wisp_tether,20,7,0.350000
ability,mirana_leap,ability,batrider_sticky_napalm,20,9,0.450000
ability,mirana_leap,ability,beastmaster_wild_axes,20,14,0.700000
ability,mirana_leap,ability,chaos_knight_reality_rift,20,14,0.700000
ability,mirana_leap,ability,dark_seer_vacuum,20,10,0.500000
ability,mirana_leap,ability,death_prophet_carrion_swarm,20,8,0.400000
ability,mirana_leap,ability,enchantress_enchant,20,11,0.550000
ability,mirana_leap,ability,grimstroke_ink_creature,20,11,0.550000
ability,mirana_leap,ability,jakiro_macropyre,20,10,0.500000
ability,mirana_leap,ability,lich_sinister_gaze,20,13,0.650000
ability,mirana_leap,ability,marci_companion_run,20,7,0.350000
ability,mirana_leap,ability,muerta_dead_shot,20,10,0.500000
ability,mirana_leap,ability,naga_siren_ensnare,20,8,0.400000
ability,mirana_leap,ability,obsidian_destroyer_arcane_orb,20,7,0.350000
ability,mirana_leap,ability,obsidian_destroyer_astral_imprisonment,20,11,0.550000
ability,mirana_leap,ability,pudge_dismember,20,11,0.550000
ability,mirana_leap,ability,sandking_sand_storm,20,13,0.650000
ability,mirana_leap,ability,shadow_demon_disruption,20,11,0.550000
ability,mirana_leap,ability,slark_pounce,20,11,0.550000
ability,mirana_leap,ability,tusk_snowball,20,11,0.550000
ability,mirana_starfall,ability,alchemist_unstable_concoction,20,14,0.700000
ability,mirana_starfall,ability,dark_willow_shadow_realm,20,7,0.350000
ability,mirana_starfall,ability,hoodwink_acorn_shot,20,10,0.500000
ability,mirana_starfall,ability,omniknight_guardian_angel,20,11,0.550000
ability,mirana_starfall,ability,silencer_glaives_of_wisdom,20,8,0.400000
ability,mirana_starfall,ability,spectre_dispersion,20,13,0.650000
ability,mirana_starfall,ability,storm_spirit_electric_vortex,20,9,0.450000
ability,mirana_starfall,ability,tinker_laser,20,8,0.400000
ability,mirana_starfall,ability,troll_warlord_battle_trance,20,10,0.500000
ability,mirana_starfall,ability,windrunner_focusfire,20,5,0.250000
ability,monkey_king_boundless_strike,ability,grimstroke_soul_chain,20,9,0.450000
ability,monkey_king_boundless_strike,ability,tusk_tag_team,20,13,0.650000
ability,monkey_king_jingu_mastery,ability,hoodwink_bushwhack,20,7,0.350000
ability,monkey_king_tree_dance,ability,snapfire_mortimer_kisses,20,12,0.600000
ability,monkey_king_wukongs_command,ability,invoker_alacrity_ad,20,12,0.600000
ability,morphling_adaptive_strike_agi,ability,chaos_knight_chaos_strike,20,14,0.700000
ability,morphling_adaptive_strike_agi,ability,muerta_dead_shot,20,6,0.300000
ability,morphling_adaptive_strike_agi,ability,ogre_magi_fireblast,20,8,0.400000
ability,morphling_adaptive_strike_agi,ability,templar_assassin_psi_blades,20,13,0.650000
ability,morphling_adaptive_strike_agi,ability,ursa_enrage,20,9,0.450000
ability,morphling_waveform,ability,broodmother_spin_web,20,10,0.500000
ability,morphling_waveform,ability,enchantress_impetus,20,8,0.400000
ability,morphling_waveform,ability,jakiro_dual_breath,20,11,0.550000
ability,morphling_waveform,ability,naga_siren_mirror_image,20,11,0.550000
ability,morphling_waveform,ability,pugna_decrepify,20,8,0.400000
ability,morphling_waveform,ability,sniper_headshot,20,9,0.450000
ability,morphling_waveform,ability,venomancer_plague_ward,20,11,0.550000
ability,muerta_dead_shot,ability,dawnbreaker_celestial_hammer,20,11,0.550000
ability,muerta_dead_shot,ability,hoodwink_acorn_shot,20,12,0.600000
ability,muerta_dead_shot,ability,pangolier_gyroshell,20,9,0.450000
ability,muerta_gunslinger,ability,marci_companion_run,20,12,0.600000
ability,muerta_gunslinger,ability,mars_gods_rebuke,20,12,0.600000
ability,muerta_pierce_the_veil,ability,brewmaster_cinder_brew,20,10,0.500000
ability,muerta_pierce_the_veil,ability,chen_divine_favor,20,11,0.550000
ability,muerta_pierce_the_veil,ability,void_spirit_resonant_pulse,20,13,0.650000
ability,muerta_the_calling,ability,hoodwink_bushwhack,20,12,0.600000
ability,naga_siren_ensnare,ability,dark_willow_cursed_crown,20,3,0.150000
ability,naga_siren_ensnare,ability,hoodwink_acorn_shot,20,6,0.300000
ability,naga_siren_ensnare,ability,pangolier_lucky_shot,20,9,0.450000
ability,naga_siren_ensnare,ability,tusk_ice_shards,20,15,0.750000
ability,naga_siren_mirror_image,ability,elder_titan_earth_splitter,20,7,0.350000
ability,naga_siren_rip_tide,ability,monkey_king_jingu_mastery,20,10,0.500000
ability,naga_siren_rip_tide,ability,pangolier_lucky_shot,20,14,0.700000
ability,naga_siren_song_of_the_siren,ability,dark_willow_bramble_maze,20,11,0.550000
ability,naga_siren_song_of_the_siren,ability,ember_spirit_sleight_of_fist,20,7,0.350000
ability,naga_siren_song_of_the_siren,ability,magnataur_shockwave,20,11,0.550000
ability,naga_siren_song_of_the_siren,ability,terrorblade_reflection,20,11,0.550000
ability,necrolyte_death_pulse,ability,abyssal_underlord_pit_of_malice,20,8,0.400000
ability,necrolyte_death_pulse,ability,batrider_sticky_napalm,20,9,0.450000
ability,necrolyte_death_pulse,ability,broodmother_spawn_spiderlings,20,8,0.400000
ability,necrolyte_death_pulse,ability,grimstroke_dark_artistry,20,13,0.650000
ability,necrolyte_death_pulse,ability,legion_commander_overwhelming_odds,20,7,0.350000
ability,necrolyte_death_pulse,ability,legion_commander_press_the_attack,20,13,0.650000
ability,necrolyte_death_pulse,ability,leshrac_split_earth,20,8,0.400000
ability,necrolyte_ghost_shroud,ability,bristleback_bristleback,20,11,0.550000
ability,necrolyte_ghost_shroud,ability,doom_bringer_infernal_blade,20,11,0.550000
ability,necrolyte_ghost_shroud,ability,dragon_knight_wyrms_wrath,20,5,0.250000
ability,necrolyte_ghost_shroud,ability,ember_spirit_flame_guard,20,9,0.450000
ability,necrolyte_ghost_shroud,ability,grimstroke_spirit_walk,20,10,0.500000
ability,necrolyte_ghost_shroud,ability,magnataur_reverse_polarity,20,12,0.600000
ability,necrolyte_ghost_shroud,ability,mars_bulwark,20,7,0.350000
ability,necrolyte_ghost_shroud,ability,terrorblade_sunder,20,7,0.350000
ability,necrolyte_heartstopper_aura,ability,batrider_sticky_napalm,20,9,0.450000
ability,necrolyte_heartstopper_aura,ability,broodmother_spawn_spiderlings,20,11,0.550000
ability,necrolyte_heartstopper_aura,ability,legion_commander_overwhelming_odds,20,11,0.550000
ability,necrolyte_heartstopper_aura,ability,lycan_shapeshift,20,9,0.450000
ability,necrolyte_heartstopper_aura,ability,night_stalker_void,20,7,0.350000
ability,necrolyte_heartstopper_aura,ability,obsidian_destroyer_astral_imprisonment,20,10,0.500000
ability,necrolyte_heartstopper_aura,ability,techies_land_mines,20,8,0.400000
ability,necrolyte_heartstopper_aura,ability,troll_warlord_battle_trance,20,11,0.550000
ability,necrolyte_heartstopper_aura,ability,warlock_shadow_word,20,9,0.450000
ability,necrolyte_reapers_scythe,ability,chaos_knight_reality_rift,20,11,0.550000
ability,necrolyte_reapers_scythe,ability,ember_spirit_sleight_of_fist,20,8,0.400000
ability,necrolyte_reapers_scythe,ability,magnataur_empower,20,10,0.500000
ability,necrolyte_reapers_scythe,ability,oracle_fates_edict,20,6,0.300000
ability,necrolyte_reapers_scythe,ability,rubick_telekinesis,20,10,0.500000
ability,necrolyte_reapers_scythe,ability,snapfire_lil_shredder,20,10,0.500000
ability,necrolyte_reapers_scythe,ability,templar_assassin_refraction,20,11,0.550000
ability,nevermore_dark_lord,ability,dawnbreaker_celestial_hammer,20,13,0.650000
ability,nevermore_dark_lord,ability,doom_bringer_doom,20,8,0.400000
ability,nevermore_dark_lord,ability,earth_spirit_rolling_boulder,20,12,0.600000
ability,nevermore_dark_lord,ability,enchantress_enchant,20,14,0.700000
ability,nevermore_dark_lord,ability,huskar_inner_fire,20,13,0.650000
ability,nevermore_dark_lord,ability,keeper_of_the_light_spirit_form,20,10,0.500000
ability,nevermore_dark_lord,ability,queenofpain_sonic_wave,20,6,0.300000
ability,nevermore_dark_lord,ability,rattletrap_power_cogs,20,9,0.450000
ability,nevermore_dark_lord,ability,shredder_reactive_armor,20,8,0.400000
ability,nevermore_dark_lord,ability,troll_warlord_whirling_axes_melee,20,8,0.400000
ability,nevermore_dark_lord,ability,void_spirit_resonant_pulse,20,10,0.500000
ability,nevermore_dark_lord,ability,weaver_shukuchi,20,7,0.350000
ability,nevermore_frenzy,ability,bloodseeker_rupture,20,9,0.450000
ability,nevermore_frenzy,ability,hoodwink_scurry,20,8,0.400000
ability,nevermore_frenzy,ability,nyx_assassin_spiked_carapace,20,13,0.650000
ability,nevermore_frenzy,ability,spectre_spectral_dagger,20,12,0.600000
ability,nevermore_frenzy,ability,tidehunter_anchor_smash,20,11,0.550000
ability,nevermore_frenzy,ability,visage_gravekeepers_cloak,20,8,0.400000
ability,nevermore_requiem,ability,abaddon_frostmourne,20,13,0.650000
ability,nevermore_requiem,ability,alchemist_unstable_concoction,20,7,0.350000
ability,nevermore_requiem,ability,dark_seer_vacuum,20,10,0.500000
ability,nevermore_requiem,ability,dazzle_shadow_wave,20,6,0.300000
ability,nevermore_requiem,ability,invoker_alacrity_ad,20,12,0.600000
ability,nevermore_requiem,ability,razor_plasma_field,20,10,0.500000
ability,nevermore_requiem,ability,tidehunter_kraken_shell,20,16,0.800000
ability,nevermore_requiem,ability,venomancer_plague_ward,20,13,0.650000
ability,nevermore_requiem,ability,visage_gravekeepers_cloak,20,13,0.650000
ability,nevermore_requiem,ability,void_spirit_resonant_pulse,20,9,0.450000
ability,nevermore_shadowraze2,ability,dark_willow_shadow_realm,20,13,0.650000
ability,nevermore_shadowraze2,ability,doom_bringer_devour,20,14,0.700000
ability,nevermore_shadowraze2,ability,enigma_malefice,20,14,0.700000
ability,nevermore_shadowraze2,ability,keeper_of_the_light_spirit_form,20,8,0.400000
ability,nevermore_shadowraze2,ability,lich_frost_nova,20,10,0.500000
ability,nevermore_shadowraze2,ability,magnataur_skewer,20,6,0.300000
ability,nevermore_shadowraze2,ability,monkey_king_wukongs_command,20,10,0.500000
ability,nevermore_shadowraze2,ability,puck_dream_coil,20,12,0.600000
ability,nevermore_shadowraze2,ability,pugna_nether_blast,20,11,0.550000
ability,nevermore_shadowraze2,ability,queenofpain_sonic_wave,20,9,0.450000
ability,nevermore_shadowraze2,ability,sniper_shrapnel,20,12,0.600000
ability,nevermore_shadowraze2,ability,treant_leech_seed,20,8,0.400000
ability,nevermore_shadowraze2,ability,tusk_snowball,20,10,0.500000
ability,nevermore_shadowraze2,ability,windrunner_windrun,20,11,0.550000
ability,night_stalker_crippling_fear,ability,abyssal_underlord_firestorm,20,10,0.500000
ability,night_stalker_crippling_fear,ability,alchemist_unstable_concoction,20,12,0.600000
ability,night_stalker_crippling_fear,ability,brewmaster_cinder_brew,20,12,0.600000
ability,night_stalker_crippling_fear,ability,bristleback_quill_spray,20,15,0.750000
ability,night_stalker_crippling_fear,ability,bristleback_warpath,20,9,0.450000
ability,night_stalker_crippling_fear,ability,chen_penitence,20,9,0.450000
ability,night_stalker_crippling_fear,ability,phoenix_icarus_dive,20,12,0.600000
ability,night_stalker_darkness,ability,jakiro_dual_breath,20,14,0.700000
ability,night_stalker_darkness,ability,jakiro_liquid_fire,20,13,0.650000
ability,night_stalker_darkness,ability,ogre_magi_ignite,20,8,0.400000
ability,night_stalker_darkness,ability,shadow_demon_disruption,20,7,0.350000
ability,night_stalker_darkness,ability,skywrath_mage_concussive_shot,20,9,0.450000
ability,night_stalker_darkness,ability,terrorblade_reflection,20,11,0.550000
ability,night_stalker_void,ability,brewmaster_drunken_brawler,20,8,0.400000
ability,night_stalker_void,ability,centaur_double_edge,20,6,0.300000
ability,night_stalker_void,ability,keeper_of_the_light_spirit_form,20,8,0.400000
ability,night_stalker_void,ability,magnataur_reverse_polarity,20,12,0.600000
ability,night_stalker_void,ability,mars_gods_rebuke,20,8,0.400000
ability,night_stalker_void,ability,silencer_glaives_of_wisdom,20,11,0.550000
ability,night_stalker_void,ability,terrorblade_metamorphosis,20,10,0.500000
ability,night_stalker_void,ability,tusk_ice_shards,20,7,0.350000
ability,night_stalker_void,ability,weaver_time_lapse,20,6,0.300000
ability,night_stalker_void,ability,winter_wyvern_winters_curse,20,7,0.350000
ability,nyx_assassin_impale,ability,dawnbreaker_fire_wreath,20,11,0.550000
ability,nyx_assassin_impale,ability,earth_spirit_rolling_boulder,20,9,0.450000
ability,nyx_assassin_impale,ability,medusa_stone_gaze,20,9,0.450000
ability,nyx_assassin_impale,ability,shredder_reactive_armor,20,11,0.550000
ability,nyx_assassin_impale,ability,snapfire_lil_shredder,20,12,0.600000
ability,nyx_assassin_jolt,ability,abaddon_aphotic_shield,20,12,0.600000
ability,nyx_assassin_jolt,ability,broodmother_spawn_spiderlings,20,9,0.450000
ability,nyx_assassin_jolt,ability,death_prophet_exorcism,20,9,0.450000
ability,nyx_assassin_jolt,ability,enchantress_impetus,20,4,0.200000
ability,nyx_assassin_jolt,ability,kez_talon_toss_ad,20,5,0.250000
ability,nyx_assassin_jolt,ability,marci_grapple,20,12,0.600000
ability,nyx_assassin_jolt,ability,mars_gods_rebuke,20,9,0.450000
ability,nyx_assassin_jolt,ability,pangolier_gyroshell,20,10,0.500000
ability,nyx_assassin_jolt,ability,snapfire_firesnap_cookie,20,6,0.300000
ability,nyx_assassin_spiked_carapace,ability,bristleback_warpath,20,16,0.800000
ability,nyx_assassin_spiked_carapace,ability,ember_spirit_flame_guard,20,12,0.600000
